"id","title","content","publication_date","source_url","category","created_at"
82,"U.S., Japan agree to maximize diplomatic pressure on North Korea","TOKYO — U.S. and Japanese diplomats agreed Tuesday to maximize pressure on North Korea to resolve tensions over its nuclear program, while citing the need to be prepared for the worst if diplomacy fails.","2017-10-17 13:01:05","http://www.pbs.org/newshour/rundown/u-s-japan-agree-maximize-diplomatic-pressure-north-korea/","Others","2024-10-09 14:43:28.254147"
83,"News Wrap: Dozens missing after deadly Mogadishu truck bombing","In our news wrap Monday, more than 300 people are confirmed dead and nearly 400 wounded after Saturday’s massive truck bombing in Somalia’s capital Mogadishu. The government blamed the al-Qaida-linked group al-Shabab. Also, 31-year-old conservative Sebastian Kurz is set to become the Austria’s next leader in another shift to the right in European politics.","2017-10-16 22:45:17","http://www.pbs.org/newshour/bb/news-wrap-dozens-missing-deadly-mogadishu-truck-bombing/","Others","2024-10-09 14:43:28.274152"
84,"Why a power struggle has broken out over Kirkuk","Two vital American allies have reignited their rivalry in Iraq. After months of simmering tensions, national military forces and militia moved to push Kurdish forces out of the disputed city of Kirkuk. Three weeks ago, the Kurds held a referendum to split from Iraq. Lisa Desjardins reports and Judy Woodruff talks with Emma Sky of Yale University and Feisal Istrabadi of Indiana University.","2017-10-16 22:40:31","http://www.pbs.org/newshour/bb/power-struggle-broken-kirkuk/","Others","2024-10-09 14:43:28.303144"
85,"Rex Tillerson says continue diplomacy with North Korea ‘until first bomb drops’","That statement comes despite President Donald Trump's tweets a couple of weeks ago that his chief envoy was ""wasting his time"" trying to negotiate with ""Little Rocket Man,"" a mocking nickname Trump has given the nuclear-armed nation's leader, Kim Jong Un.","2017-10-16 11:08:00","http://www.pbs.org/newshour/rundown/rex-tillerson-says-continue-diplomacy-north-korea-first-bomb-drops/","Others","2024-10-09 14:43:28.319169"
86,"Iraqi, Kurdish forces in standoff, weeks after Kurdish vote for independence","Iraqi army and Kurdish troops are in a standoff in Kirkuk, a city located in the Kurdistan region, which voted for independence from Iraq last month. Kirkuk holds 10 percent of Iraq’s oil reserves. Washington Post reporter Loveday Morris, who is covering the standoff, joins Hari Sreenivasan via Skype from Baghdad.","2017-10-15 20:33:23","http://www.pbs.org/newshour/bb/iraqi-kurdish-forces-standoff-weeks-kurdish-vote-independence/","Others","2024-10-09 14:43:28.335685"
87,"South Sudan civil war causes Africa’s worst refugee crisis","South Sudan’s four-year civil war has left half of the nation’s population, 6 million people, in need of humanitarian aid and caused one of the world’s worst refugee crises. With support from the U.S. Holocaust Memorial Museum’s Center for the Prevention of Genocide, NewsHour Weekend Special Correspondent Simona Foltyn and journalist Jason Patinkin traveled to Uganda to meet people desperate for asylum.","2017-10-15 19:26:17","http://www.pbs.org/newshour/bb/south-sudan-civil-war-causes-africas-worst-refugee-crisis/","Others","2024-10-09 14:43:28.358763"
88,"Hundreds dead after massive truck bomb strikes Mogadishu","At least 231 people were killed and hundreds more wounded after a massive truck bomb on Saturday struck Somalia's capital city of Mogadishu.","2017-10-15 16:27:49","http://www.pbs.org/newshour/rundown/hundreds-dead-massive-truck-bomb-strikes-mogadishu/","Others","2024-10-09 14:43:28.373768"
89,"Column: Why reporting from South Sudan is so difficult — and critically needed","The war has had a devastating impact on South Sudanese communities, but much of it has remained out of the limelight of international media.","2017-10-15 14:27:40","http://www.pbs.org/newshour/updates/reporters-notebook-reporting-south-sudan-difficult-critically-needed/","Others","2024-10-09 14:43:28.389767"
90,"Kashmir and Haryana prove India exit polls wrong","India's ruling BJP appears on course to hold Haryana state but is heading for defeat in Kashmir.","2024-10-08 12:15:30","https://www.bbc.com/news/articles/cx2y4ew10wxo","Others","2024-10-09 14:43:28.403768"
91,"'Our son died. Now we can use his sperm to have a grandchild'","An Indian court has cleared the way for a couple to use their dead son's frozen sperm.","2024-10-09 08:47:10","https://www.bbc.com/news/articles/cnvdgv6rejvo","Others","2024-10-09 14:43:28.419269"
92,"Teen breaks record by climbing Earth's highest peaks","The 18-year-old has become the youngest person to summit all 14 of the world's 8,000m peaks.","2024-10-09 10:36:27","https://www.bbc.com/news/articles/c869y6qx6e4o","Others","2024-10-09 14:43:28.437451"
93,"Indian financial aid opens 'new chapter' with Maldives","The deal comes as the Maldives president visits Delhi after relations nosedived in recent months.","2024-10-07 12:24:15","https://www.bbc.com/news/articles/cly4eq78k5qo","Others","2024-10-09 14:43:28.45245"
94,"Why are there so many dropped catches at T20 World Cup?","BBC Sport looks at the significant number of dropped catches at the Women's T20 World Cup so far and the possible explanations.","2024-10-06 20:01:57","https://www.bbc.com/sport/cricket/articles/cg78yd0p088o","Others","2024-10-09 14:43:28.477516"
99,"India's iconic tramcars set to ride into Kolkata sunset","Kolkata's iconic trams are in danger of being shut down entirely. But activists are fighting back.","2024-10-01 23:30:25","https://www.bbc.com/news/articles/ckgn4mzn224o","Others","2024-10-09 14:43:28.558877"
100,"My mission is to take Tamil music global, says Sid Sriram","The Indian-born, American-raised artist is going to perform his biggest solo UK show.","2024-10-06 00:25:44","https://www.bbc.com/news/articles/cvgwwqpdj74o","Others","2024-10-09 14:43:28.570894"
101,"India's top court saves a poor student's college dream","Atul Kumar missed the deadline to pay his college fee by a few seconds - then a court stepped in to help him.","2024-10-03 09:24:47","https://www.bbc.com/news/articles/cx25nq12n10o","Others","2024-10-09 14:43:28.585882"
102,"The 'mastermind' behind India's biggest jailbreak","Nearly 20 years ago, 389 men escaped from an Indian jail, led by a man believed to have planned the breakout.","2024-10-01 01:48:53","https://www.bbc.com/news/articles/c1dd9rj3vmyo","Others","2024-10-09 14:43:28.604881"
103,"The world’s diamond polishing capital feels Ukraine war impact","Wars and recession in key Western markets have left India's diamond industry workers distraught and jobless.","2024-09-30 01:04:21","https://www.bbc.com/news/articles/c1e866ypp1zo","Others","2024-10-09 14:43:28.650435"
104,"Sold out in minutes, resold for millions: Coldplay tickets spark outrage in India","Coldplay's concerts in Mumbai sold out in minutes and now resellers are charging up to $10,000 for a ticket.","2024-09-29 01:24:50","https://www.bbc.com/news/articles/c99v12e3yj4o","Others","2024-10-09 14:43:28.67443"
105,"A famed holy sweet in an unsavoury row in India","The famous Tirupati temple laddus are prized by devotees who consider them god’s blessing.","2024-09-26 21:41:55","https://www.bbc.com/news/articles/cglkenxgd5xo","Others","2024-10-09 14:43:28.694536"
106,"Your essential guide to the ICC Women's T20 World Cup","The Women's T20 World Cup in the United Arab Emirates starts on 3 October - here's everything you need to know about the ninth edition.","2024-10-01 07:59:27","https://www.bbc.com/sport/cricket/articles/c99vp4yyyyxo","Others","2024-10-09 14:43:28.709551"
107,"The Kashmiri politician whose return from jail ruffled feathers","A court has allowed jailed lawmaker Engineer Rashid to return to Kashmir to campaign in regional polls.","2024-09-26 01:00:04","https://www.bbc.com/news/articles/cgj4l01q9jgo","Others","2024-10-09 14:43:28.727114"
108,"Death of Indian employee sparks debate on 'toxic work culture'","Anna Perayil's parents allege she died four months after starting a job because of ""overwhelming work stress"".","2024-09-24 21:39:31","https://www.bbc.com/news/articles/c0kjgp4jr5yo","Others","2024-10-09 14:43:28.748092"
109,"Tigers and crocs make mangrove preservation tough work","To help preserve mangrove forests researchers have to take on demanding field work.","2024-09-23 23:09:02","https://www.bbc.com/news/articles/crrldyvqe4xo","Others","2024-10-09 14:43:28.761094"
110,"How Punjabi megastar Diljit Dosanjh is inspiring the next gen","The biggest Punjabi singer in the world brings his Dil-Luminati tour to the UK.","2024-09-21 23:51:46","https://www.bbc.com/news/articles/cwy9gln6lz6o","Others","2024-10-09 14:43:28.773092"
111,"Hema committee report: Why are India's biggest film stars silent?","The stars’ silence on a report exposing poor working conditions and sexual harassment in Kerala’s film industry is deafening, say critics.","2024-09-19 21:39:03","https://www.bbc.com/news/articles/cn9dgjd8rewo","Others","2024-10-09 14:43:28.789408"
112,"Volunteers dying as Russia’s war dead tops 70,000","The governments of India and Nepal have called on Moscow to stop sending their citizens to Ukraine and repatriate the bodies of the dead.","2024-09-19 23:12:45","https://www.bbc.com/news/articles/cjr3255gpjgo","Others","2024-10-09 14:43:28.805403"
113,"Why hundreds of Samsung workers are protesting in India","About 1500 workers in Tamil Nadu state have been striking work for the past 11 days.","2024-09-19 13:51:52","https://www.bbc.com/news/articles/c7488w85n00o","Others","2024-10-09 14:43:28.818416"
114,"'Please save me': The Indians duped into fighting for Russia","Dozens of Indian men have been discharged from the Russian army and are making their way home.","2024-09-18 08:11:06","https://www.bbc.com/news/articles/cly6ve2x72xo","Others","2024-10-09 14:43:28.833987"
115,"After a decade, Kashmir votes in historic elections","This is the first assembly election since PM Modi's government revoked Kashmir's special status in 2019.","2024-09-16 08:31:13","https://www.bbc.com/news/articles/cpw84kv9q8yo","Others","2024-10-09 14:43:28.851003"
116,"The German woman who helped build an Indian university","Gerda Philipsborn left her home in Germany to help her three Indian friends set up Jamia Millia Islamia.","2024-09-16 21:41:27","https://www.bbc.com/news/articles/cn020ywgx2yo","Others","2024-10-09 14:43:28.88127"
117,"India's oldest trams may soon be brought to a halt","Authorities in the eastern city of Kolkata announced plans to discontinue its iconic trams first set up in 1873.","2024-10-01 12:27:53","https://www.bbc.com/news/articles/cr54qr64n1qo","Others","2024-10-09 14:43:28.897255"
118,"Kolkata night protest: 'Today I witnessed history'","A young woman was among thousands who took part in a march in India's West Bengal. This is what she saw.","2024-08-15 10:22:01","https://www.bbc.com/news/videos/ce3106yz19do","Others","2024-10-09 14:43:28.912268"
119,"Watch: Thousands of women protest about rape and murder of doctor in India","Women led a march in West Bengal state after a female doctor's brutal rape and murder last week.","2024-08-15 08:56:44","https://www.bbc.com/news/videos/czx67lknn54o","Others","2024-10-09 14:43:28.927811"
120,"Watch: Building collapses into river in Himachal Pradesh","No-one was injured in the incident, which took place due to heavy rainfall.","2024-08-01 07:44:51","https://www.bbc.com/news/videos/c1vdw9546wwo","Others","2024-10-09 14:43:28.942836"
121,"Watch: Blue screens, queues and airport delays worldwide","Many flights have been grounded, with huge queues and delays at airports all over the world.","2024-07-19 11:51:09","https://www.bbc.com/news/videos/cz7ejpld988o","Others","2024-10-09 14:43:28.965817"
122,"Lavish Ambani wedding divides opinions in India","The noise around the lavish wedding has drawn public fascination - and ire.","2024-07-12 13:22:41","https://www.bbc.com/news/videos/cgr5073mz74o","Others","2024-10-09 14:43:28.97926"
123,"Former PMs, film and sports stars join Ambani wedding","Tony Blair and Boris Johnson were among guests to arrive at the wedding of a billionaire's son.","2024-07-12 21:10:01","https://www.bbc.com/news/videos/cv2gnv34kyeo","Others","2024-10-09 14:43:28.997259"
124,"WATCH: Families mourn victims of deadly India crush","At least 121 people, mostly women, were killed in the crush at a religious event in northern India.","2024-07-03 09:42:54","https://www.bbc.com/news/videos/cw4ypql875ko","Others","2024-10-09 14:43:29.01281"
125,"Watch: Delhi airport roof collapses due to heavy rain","The incident has left one person dead and injured four others.","2024-06-28 07:43:43","https://www.bbc.com/news/videos/c134zdz2nnro","Others","2024-10-09 14:43:29.026371"
126,"What worked for India's Modi - and what didn’t?","Indian Prime Minister Narendra Modi and his party have won the most seats in this year's election.","2024-06-04 15:32:32","https://www.bbc.com/news/articles/ce442577v35o","Others","2024-10-09 14:43:29.042369"
127,"Arrests, accusations and AI: India’s election unpacked","On 4 June, Indians will find out who governs their country for the next five years.","2024-06-01 23:07:59","https://www.bbc.com/news/videos/cqqq2g653gro","Others","2024-10-09 14:43:29.068219"
